band_index,rt60_mean,rt60_std,valid_runs
0,0.4791344466,0.0005314186105,10
1,0.4786957265,0.0005274819105,10
2,0.3960855629,0.0007586563203,10
3,0.3630735982,0.0008011785919,10
4,0.2999203038,0.000795898685,10
5,0.237865992,0.0009420234508,10
6,0.2015906125,0.0009954299324,10
7,0.1859618753,0.0007571646788,10
