band_index,rt60_mean,rt60_std,valid_runs
0,0.4330616273,0.001154656451,10
1,0.4326994091,0.001152926227,10
2,0.3537046684,0.001377461669,10
3,0.3233151144,0.001280787747,10
4,0.2660378096,0.0009380300198,10
5,0.2110205581,0.001506815543,10
6,0.1783425953,0.001587911796,10
7,0.1653264576,0.001044824401,10
