band_index,rt60_mean,rt60_std,valid_runs
0,0.4920941609,0.0009039453844,10
1,0.4916288162,0.000902491171,10
2,0.4085200126,0.0006328045329,10
3,0.3751263744,0.0006908057683,10
4,0.3104937896,0.0007806431725,10
5,0.2463711227,0.001021390265,10
6,0.2085908872,0.0004847113054,10
7,0.192041446,0.0003814293442,10
