time_ms,edc_db
0,0
1,0
2,0
3,0
4,-0.966395
5,-1.43868
6,-1.88354
7,-1.95125
8,-1.97916
9,-1.99281
10,-2.00412
11,-2.08667
12,-2.47346
13,-2.77523
14,-2.99644
15,-3.0884
16,-3.19253
17,-3.40336
18,-3.71418
19,-3.86187
20,-3.99143
21,-4.22927
22,-4.44169
23,-4.57324
24,-4.75503
25,-4.95669
26,-5.09772
27,-5.25413
28,-5.4482
29,-5.58769
30,-5.75061
31,-5.89894
32,-6.01967
33,-6.19485
34,-6.30141
35,-6.47543
36,-6.60442
37,-6.76682
38,-6.94526
39,-7.10751
40,-7.29568
41,-7.44773
42,-7.59711
43,-7.72942
44,-7.88434
45,-8.02062
46,-8.17282
47,-8.31981
48,-8.46963
49,-8.62788
50,-8.78298
51,-8.92809
52,-9.0669
53,-9.21649
54,-9.3832
55,-9.55261
56,-9.69943
57,-9.85092
58,-10.0008
59,-10.1779
60,-10.3288
61,-10.4966
62,-10.6543
63,-10.7885
64,-10.9374
65,-11.0805
66,-11.2137
67,-11.3497
68,-11.4935
69,-11.648
70,-11.7913
71,-11.931
72,-12.0695
73,-12.2147
74,-12.3398
75,-12.481
76,-12.6178
77,-12.7648
78,-12.9195
79,-13.0599
80,-13.1991
81,-13.3391
82,-13.5003
83,-13.6602
84,-13.7955
85,-13.9436
86,-14.0717
87,-14.2186
88,-14.3607
89,-14.5054
90,-14.6672
91,-14.8045
92,-14.9555
93,-15.0884
94,-15.2316
95,-15.3602
96,-15.4956
97,-15.6139
98,-15.7578
99,-15.907
100,-16.0378
101,-16.1998
102,-16.3239
103,-16.4468
104,-16.6029
105,-16.7515
106,-16.8846
107,-17.014
108,-17.1518
109,-17.2939
110,-17.4385
111,-17.5815
112,-17.7102
113,-17.8852
114,-18.0182
115,-18.1615
116,-18.2959
117,-18.4249
118,-18.5712
119,-18.7191
120,-18.8427
121,-19.0016
122,-19.1393
123,-19.2783
124,-19.3978
125,-19.5167
126,-19.6519
127,-19.804
128,-19.9325
129,-20.0401
130,-20.1745
131,-20.321
132,-20.4562
133,-20.6122
134,-20.7349
135,-20.871
136,-21.0246
137,-21.1576
138,-21.2988
139,-21.4096
140,-21.5594
141,-21.6851
142,-21.8232
143,-21.9623
144,-22.0978
145,-22.2696
146,-22.4005
147,-22.5306
148,-22.6737
149,-22.7965
150,-22.9434
151,-23.0803
152,-23.2071
153,-23.334
154,-23.4824
155,-23.6409
156,-23.8058
157,-23.944
158,-24.0651
159,-24.1946
160,-24.319
161,-24.4623
162,-24.6091
163,-24.7316
164,-24.8655
165,-24.9709
166,-25.1067
167,-25.2625
168,-25.3861
169,-25.5337
170,-25.6493
171,-25.7624
172,-25.9093
173,-26.0394
174,-26.1742
175,-26.3265
176,-26.4712
177,-26.598
178,-26.7342
179,-26.8879
180,-27.0037
181,-27.1235
182,-27.2536
183,-27.3637
184,-27.5001
185,-27.639
186,-27.7615
187,-27.9103
188,-28.0593
189,-28.1979
190,-28.3131
191,-28.4162
192,-28.5137
193,-28.6286
194,-28.7604
195,-28.8984
196,-29.017
197,-29.1557
198,-29.2847
199,-29.427
200,-29.5319
201,-29.651
202,-29.7804
203,-29.9063
204,-30.0247
205,-30.1549
206,-30.2832
207,-30.4095
208,-30.5256
209,-30.6685
210,-30.8277
211,-30.9373
212,-31.061
213,-31.1903
214,-31.3572
215,-31.4842
216,-31.6082
217,-31.7359
218,-31.8723
219,-32.0033
220,-32.1348
221,-32.2645
222,-32.3923
223,-32.5361
224,-32.6638
225,-32.7989
226,-32.9183
227,-33.0291
228,-33.1373
229,-33.2681
230,-33.3717
231,-33.4911
232,-33.6913
233,-33.8191
234,-33.9477
235,-34.0942
236,-34.2089
237,-34.3562
238,-34.4888
239,-34.7048
240,-34.8309
241,-35.0006
242,-35.1327
243,-35.2827
244,-35.4454
245,-35.5524
246,-35.6552
247,-35.7685
248,-35.8925
249,-36.0388
250,-36.1638
251,-36.2911
252,-36.439
253,-36.5379
254,-36.6308
255,-36.7776
256,-36.9056
257,-37.0256
258,-37.1582
259,-37.2883
260,-37.3986
261,-37.5516
262,-37.7119
263,-37.8637
264,-38.0017
265,-38.1495
266,-38.2617
267,-38.3693
268,-38.5279
269,-38.6992
