time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
731,7.36293e-05,1.15041e-05,4.42904e-11,2.29389e-12,2.14263e-13,1.68635e-12,5.60341e-14,2.28302e-17,8.51335e-05
732,7.3343e-05,2.01253e-05,4.62961e-08,2.40726e-09,3.61989e-10,1.48538e-09,7.66231e-11,3.14922e-14,9.35189e-05
733,0.000276291,5.34916e-05,2.46337e-07,1.12787e-08,9.00403e-10,3.5121e-09,9.04693e-11,2.33404e-14,0.000330044
734,0.00020499,6.04069e-05,2.89862e-06,3.61491e-07,4.19158e-08,3.59518e-07,1.47325e-08,1.63661e-11,0.000269073
735,5.84606e-05,1.16286e-05,1.59257e-08,1.77311e-09,1.50531e-10,1.74215e-09,7.62371e-11,9.36265e-14,7.01088e-05
736,6.67914e-05,9.34914e-06,1.47526e-09,6.70424e-11,6.6193e-12,3.225e-11,1.04348e-12,2.50766e-16,7.61421e-05
737,7.34316e-05,1.26451e-05,7.02919e-09,4.43442e-10,3.82205e-11,2.31948e-10,6.11395e-12,4.73232e-16,8.60845e-05
738,2.5558e-05,3.73758e-06,2.02325e-10,1.64169e-11,1.87731e-12,5.6857e-12,2.15876e-13,1.04164e-16,2.92958e-05
739,0.000171935,5.64128e-05,6.99571e-07,7.25428e-08,3.33338e-09,2.35141e-07,5.31349e-09,2.61708e-11,0.000229364
740,0.000100617,2.13032e-05,7.12878e-07,5.08315e-08,4.4869e-09,4.38677e-08,1.36855e-09,7.54577e-13,0.000122734
741,0.00010401,2.74262e-05,5.73874e-07,5.88045e-08,6.14696e-09,9.5494e-08,4.13967e-09,6.11667e-12,0.000132175
742,6.34464e-05,1.92368e-05,2.0981e-06,4.02383e-07,4.85019e-08,2.05738e-07,8.50165e-09,2.93271e-11,8.54464e-05
743,2.59602e-05,3.41104e-06,1.4168e-09,7.33068e-11,8.08253e-12,4.2792e-11,1.56527e-12,6.80849e-16,2.93728e-05
744,2.31453e-05,4.63047e-06,7.84651e-09,2.95814e-10,2.63013e-11,2.14922e-10,6.6593e-12,1.38085e-15,2.77841e-05
745,1.59133e-05,3.01531e-06,1.23076e-08,8.92067e-10,1.63346e-10,1.9392e-09,1.14552e-10,4.44844e-14,1.8944e-05
746,6.69066e-05,1.36019e-05,3.80788e-08,1.31275e-09,1.26994e-10,8.89657e-10,3.21664e-11,6.72903e-15,8.0549e-05
747,7.77064e-06,1.12833e-06,5.01741e-10,1.93216e-11,2.19677e-12,1.16882e-11,4.97194e-13,5.54809e-17,8.89951e-06
748,4.82203e-05,1.0155e-05,1.29776e-07,4.1858e-09,3.12859e-10,1.34006e-09,3.57821e-11,4.89058e-15,5.85109e-05
749,6.22859e-05,1.19592e-05,1.03715e-08,3.24012e-10,2.3422e-11,1.42056e-10,4.26507e-12,9.0248e-16,7.42559e-05
750,8.42684e-05,2.14448e-05,6.7452e-07,3.65382e-08,3.88227e-09,3.52699e-08,1.32575e-09,4.0875e-13,0.000106465
