time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
99,33.7919,33.7024,18.1861,13.1457,5.75599,1.65655,0.564789,0.315727,107.119
100,39.1528,39.0482,21.2614,15.4313,6.8242,1.99571,0.691247,0.384477,124.789
101,32.7698,32.6813,17.641,12.7581,5.60482,1.63008,0.562525,0.311178,103.959
102,35.2402,35.1441,18.8172,13.5338,5.83765,1.63394,0.542782,0.29852,111.048
103,31.4035,31.317,16.4244,11.6779,4.87853,1.29351,0.409925,0.224245,97.629
104,28.8005,28.7204,15.0562,10.7113,4.49771,1.2179,0.399343,0.217338,89.6206
105,29.3022,29.22,15.3935,10.9755,4.63192,1.25986,0.411823,0.222906,91.4178
106,29.5624,29.4786,15.4854,11.023,4.62856,1.24075,0.395418,0.212863,92.027
107,29.7118,29.6269,15.4504,10.9592,4.56771,1.21909,0.389956,0.208829,92.1339
108,25.891,25.8163,13.3839,9.46542,3.91247,1.02372,0.318448,0.16957,79.9808
109,25.3562,25.2823,12.9997,9.1688,3.78553,1.00502,0.319767,0.169381,78.0867
110,24.5456,24.4734,12.3029,8.56101,3.39547,0.839787,0.252067,0.132807,74.503
111,21.7501,21.6856,10.7276,7.40344,2.87578,0.691375,0.204367,0.107083,65.4454
112,24.454,24.3808,12.1192,8.36792,3.23415,0.756912,0.214719,0.111894,73.6395
113,21.8804,21.8143,10.7434,7.39487,2.85384,0.680906,0.20007,0.103728,65.6715
114,22.3833,22.3152,11.0571,7.64711,3.00738,0.754347,0.235431,0.121468,67.5213
115,22.3314,22.2628,10.9469,7.53447,2.91358,0.696318,0.202248,0.103769,66.9915
116,21.672,21.6048,10.5605,7.23996,2.76528,0.6462,0.184508,0.0941308,64.7674
117,21.3838,21.317,10.2309,6.94013,2.56707,0.560744,0.148456,0.0753355,63.2234
118,20.1077,20.0443,9.8744,6.81433,2.67691,0.677559,0.21359,0.107798,60.5166
119,20.0395,19.9758,9.52676,6.45949,2.41622,0.56322,0.166839,0.0837931,59.2316
120,20.2878,20.2228,9.63796,6.5184,2.40285,0.530288,0.143509,0.0716882,59.8153
121,18.8188,18.758,8.82527,5.92149,2.13042,0.449484,0.117061,0.058185,55.0788
122,15.6249,15.574,7.15635,4.74495,1.65917,0.339153,0.0874195,0.0431941,45.2291
123,16.2671,16.2137,7.62271,5.12217,1.8637,0.408339,0.111082,0.0546185,47.6634
124,17.8788,17.8196,8.34626,5.59846,2.02863,0.441652,0.119469,0.058435,52.2912
125,16.2969,16.2425,7.40533,4.88805,1.68517,0.330693,0.079849,0.0388476,46.9673
126,15.519,15.4668,7.10832,4.72267,1.67371,0.356582,0.0961044,0.0465364,44.9897
127,16.091,16.0365,7.52312,5.06206,1.8729,0.446546,0.140521,0.0676307,47.2403
128,15.6511,15.5976,7.08078,4.67252,1.62328,0.330487,0.0838899,0.040163,45.0799
129,13.5978,13.5509,6.04253,3.95047,1.3398,0.263051,0.0648379,0.0308967,38.8403
130,14.0965,14.0476,6.46075,4.30082,1.54,0.334807,0.0907537,0.0430376,40.9142
131,13.2954,13.2489,5.83095,3.78469,1.25801,0.238148,0.0566495,0.0267166,37.7395
132,14.2548,14.2046,6.22875,4.03317,1.33306,0.252448,0.0609195,0.0285736,40.3964
133,13.1714,13.1246,5.78986,3.76314,1.2588,0.244026,0.0602234,0.0281123,37.4402
134,10.7432,10.7047,4.60121,2.94398,0.936344,0.161935,0.035014,0.0162582,30.1426
135,13.0184,12.9715,5.56284,3.55656,1.13243,0.198718,0.044032,0.0203383,36.5047
136,13.5217,13.4726,5.88792,3.81095,1.26644,0.245828,0.0608845,0.0279841,38.2943
