run_index,seed,rt60,c50,runtime_ms
0,1,0.3383132259,6.972339721,4162.445875
1,2,0.3377401605,7.099326827,4159.756958
2,3,0.3337007296,7.079426083,4159.783292
3,4,0.3264790342,6.963656883,4168.1065
4,5,0.3460482521,7.165613148,4172.819792
5,6,0.3413495653,6.972564354,4167.951875
6,7,0.3398482821,6.949169337,4169.676417
7,8,0.3305435603,7.069570597,4171.657917
8,9,0.338075959,7.047862745,4171.026291
9,10,0.3360263928,7.134543191,4174.747833
