run_index,seed,rt60,c50,runtime_ms
0,1,0.2356380719,4.016461557,5.032833
1,2,0.4208495287,3.277670412,4.732083
2,3,0.341440786,3.044739206,2.725458
3,4,0.368831215,6.744858281,3.598042
4,5,0.2659148319,3.475906635,3.780042
5,6,0.2629141743,5.121919217,3.612334
6,7,0.3273771049,8.618285075,2.6335
7,8,0.3257486836,10.70190775,2.560042
8,9,0.2470352209,4.070214677,2.851583
9,10,0.3609299643,6.654469082,2.167834
