run_index,seed,rt60,c50,runtime_ms
0,1,0.3302401998,7.328871686,1047.667833
1,2,0.3289952221,6.59020347,1042.093541
2,3,0.3339124452,7.244270826,1044.202584
3,4,0.3394669838,6.988126647,1043.85925
4,5,0.3308088307,6.857726542,1049.703375
5,6,0.3357413681,6.952315848,1050.717375
6,7,0.3416398723,7.280584956,1051.21525
7,8,0.3364775445,7.04602257,1052.38575
8,9,0.3284828119,6.747961717,1047.979667
9,10,0.3370437992,7.16020584,1046.263959
