run_index,seed,rt60,c50,runtime_ms
0,1,0.3324004032,7.764596158,20.85875
1,2,0.3755108651,8.204745613,20.38375
2,3,0.6485108668,7.471271383,20.714042
3,4,0.2746468439,7.249759112,20.595
4,5,0.3526326403,7.474545107,20.855375
5,6,0.3096637175,7.129385731,20.772375
6,7,0.2900310583,6.187461006,20.958792
7,8,0.3488485473,6.094761872,20.859458
8,9,0.3131307394,6.715879803,20.3035
9,10,0.3413496011,6.458232645,20.569875
