band_index,rt60_mean,rt60_std,valid_runs
0,0.5630999204,0.03270166951,10
1,0.5620531024,0.03283398627,10
2,0.559468051,0.03301668002,10
3,0.5552493324,0.03286200999,10
4,0.5483437295,0.03230802389,10
5,0.5300282389,0.02690958026,10
6,0.4765795347,0.01694446313,10
7,0.3709276217,0.00916665151,10
