run_index,seed,rt60,c50,runtime_ms
0,1,0.338895933,7.84757408,103.432875
1,2,0.3078831125,6.667792955,103.284917
2,3,0.3193979376,6.506848843,103.604167
3,4,0.3285460875,7.215162724,103.059625
4,5,0.3074291667,6.674110393,103.116042
5,6,0.3521029151,7.62582054,102.705208
6,7,0.3078986051,6.996670662,103.54625
7,8,0.3548542998,7.084704178,103.689958
8,9,0.3253975716,7.10659099,104.637792
9,10,0.3533267431,7.108801975,103.345334
