run_index,seed,rt60,c50,runtime_ms
0,1,0.3406123431,7.092921077,2208.444
1,2,0.3290238393,7.105354107,2217.867667
2,3,0.3373554114,7.144707487,2206.848584
3,4,0.339101514,6.939567193,2206.252708
4,5,0.3426879223,7.028637605,2212.335709
5,6,0.331153267,6.98833564,2205.21575
6,7,0.3381523448,7.037551273,2206.46075
7,8,0.3397608068,7.252719629,2217.233667
8,9,0.327583671,6.997896531,2208.320333
9,10,0.3315447065,6.940765914,2208.177875
