run_index,seed,rt60,c50,runtime_ms
0,1,0.3393992713,7.155152092,2266.992125
1,2,0.3284822373,6.903366837,2270.456958
2,3,0.3336201835,7.088116712,2270.537333
3,4,0.3409634859,6.835256878,2271.604208
4,5,0.3296609126,7.10458259,2267.656209
5,6,0.3326443585,6.935042916,2268.517875
6,7,0.3357459579,7.097302281,2268.979083
7,8,0.3402273547,6.962389713,2269.88075
8,9,0.3341845223,7.011511581,2268.749709
9,10,0.3338092715,7.114468011,2271.770542
