time_ms,edc_db
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,-0.2001784658
13,-0.2001784658
14,-0.2001784658
15,-0.2001784658
16,-0.3067890795
17,-0.6628934765
18,-0.8655921472
19,-1.148888532
20,-1.636537373
21,-2.326233019
22,-2.326233019
23,-3.068629057
24,-3.068629057
25,-3.068629057
26,-3.501251576
27,-3.501251576
28,-3.996157332
29,-4.199002407
30,-4.372940291
31,-4.741659837
32,-4.845507213
33,-4.908302193
34,-4.908302193
35,-5.020979775
36,-5.020979775
37,-5.158515959
38,-5.220558591
39,-5.220558591
40,-5.545823366
41,-5.611230332
42,-5.684942067
43,-5.684942067
44,-5.751909927
45,-5.799520921
46,-5.799520921
47,-6.23084154
48,-6.285826584
49,-6.357325861
50,-6.357325861
51,-6.414154031
52,-6.697800695
53,-6.714507131
54,-6.714507131
55,-7.093746519
56,-7.428851664
57,-7.683666178
58,-7.764262701
59,-7.876765741
60,-8.204051643
61,-8.301489911
62,-8.493834007
63,-8.608978505
64,-8.690719812
65,-9.040977271
66,-9.040977271
67,-9.199893313
68,-9.314507208
69,-9.500053119
70,-9.575761636
71,-9.774691048
72,-9.810438593
73,-10.21220327
74,-10.29820091
75,-10.68599666
76,-10.79803364
77,-10.91230533
78,-11.07194725
79,-11.11131477
80,-11.59566679
81,-12.35508333
82,-12.44263018
83,-12.44263018
84,-12.53598704
85,-12.73884352
86,-12.78004564
87,-12.79165996
88,-13.12184078
89,-13.2075919
90,-13.3204321
91,-13.3673867
92,-13.93903248
93,-14.03686941
94,-14.65552768
95,-14.70299437
96,-14.70299437
97,-14.74749819
98,-14.78345126
99,-15.36240584
100,-16.36448387
101,-16.66183388
102,-16.68553721
103,-16.68553721
104,-16.77469483
105,-17.50718663
106,-17.73776166
107,-17.73776166
108,-18.32748339
109,-18.56556612
110,-18.56556612
111,-19.14925513
112,-19.17049918
113,-19.31192344
114,-19.38614499
115,-19.38614499
116,-19.63715295
117,-19.74846788
118,-19.74846788
119,-19.74846788
120,-19.74846788
121,-19.7673128
122,-19.7673128
123,-19.80507294
124,-19.87694062
125,-20.83726276
126,-20.8911731
127,-20.94100336
128,-21.09316532
129,-21.65109816
130,-21.65844435
131,-21.76042855
132,-21.76042855
133,-21.7967334
134,-21.7967334
135,-21.87671837
136,-21.90933024
137,-21.93692054
138,-21.93795057
139,-21.93795057
140,-21.94414287
141,-21.94414287
142,-21.98913379
143,-22.08395542
144,-22.08652218
145,-22.10350242
146,-22.10350242
147,-22.23136287
148,-22.28747688
149,-22.31195134
150,-22.87148615
151,-22.92625738
152,-22.98774616
153,-23.00309985
154,-23.01223507
155,-23.07702305
156,-23.96428379
157,-23.98057549
158,-28.19445664
159,-28.2230337
160,-28.2742783
161,-28.2742783
162,-28.4596398
163,-28.4596398
164,-28.46405048
165,-28.46405048
166,-28.72650026
167,-28.83613552
168,-29.17287891
169,-29.19130551
170,-29.20464992
171,-29.20464992
172,-29.23310642
173,-29.23319475
174,-29.23319475
175,-29.5602184
176,-29.7000202
177,-29.72363594
178,-29.73499584
179,-29.78149987
180,-29.91192633
181,-29.92750684
182,-29.93815086
183,-30.09470324
184,-30.7421599
185,-30.79208412
186,-30.79223646
187,-30.79223646
188,-30.79223646
189,-36.42637113
190,-36.42637113
191,-36.50156056
192,-36.51425833
193,-37.07974713
194,-37.28501504
195,-37.2865472
196,-37.4059782
197,-37.4059782
198,-37.51328107
199,-37.52605016
200,-37.57646847
201,-37.75392844
202,-37.75392844
203,-37.75392844
204,-37.75392844
205,-37.7543014
206,-37.75646151
207,-38.07273661
208,-38.10280193
209,-38.18306388
210,-38.18746689
211,-38.18746689
212,-38.206113
213,-38.26260934
214,-38.26260934
215,-38.30459374
216,-38.31563825
217,-38.31563825
218,-38.3170776
219,-38.53971788
220,-38.54463988
221,-39.21573638
222,-39.21573638
223,-39.38035694
224,-39.64914468
225,-39.64914468
226,-39.69422432
227,-39.71332664
228,-39.97333188
229,-40.15732365
230,-40.15732365
231,-40.20329041
232,-40.20930257
233,-40.26141638
234,-40.26141638
235,-40.26680317
236,-40.38196787
237,-40.39856604
238,-40.39880106
239,-40.39880106
240,-40.39880106
241,-43.06488182
