time_ms,edc_db
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,-0.356208
13,-0.356208
14,-0.506517
15,-0.659922
16,-0.881191
17,-1.30564
18,-1.4141
19,-1.6534
20,-2.05462
21,-2.47626
22,-2.64209
23,-2.95753
24,-3.16599
25,-3.46752
26,-3.73377
27,-3.91186
28,-4.21136
29,-4.34264
30,-4.56026
31,-4.68734
32,-4.8286
33,-5.03188
34,-5.10573
35,-5.32407
36,-5.40051
37,-5.6154
38,-5.82647
39,-5.95878
40,-6.09217
41,-6.20847
42,-6.53168
43,-6.66912
44,-6.92226
45,-7.04011
46,-7.26692
47,-7.47457
48,-7.67267
49,-7.86469
50,-8.06327
51,-8.25499
52,-8.4083
53,-8.68202
54,-8.89291
55,-9.02725
56,-9.23049
57,-9.39686
58,-9.57527
59,-9.71665
60,-9.92206
61,-10.1284
62,-10.3247
63,-10.4492
64,-10.5548
65,-10.9106
66,-11.0625
67,-11.1338
68,-11.3189
69,-11.6045
70,-11.6588
71,-11.7878
72,-11.9787
73,-12.1082
74,-12.4694
75,-12.6804
76,-12.8136
77,-13.0214
78,-13.2846
79,-13.38
80,-13.5543
81,-13.7702
82,-14.1729
83,-14.3579
84,-14.5413
85,-14.6032
86,-14.7686
87,-15.076
88,-15.3008
89,-15.3959
90,-15.6007
91,-15.7439
92,-16.087
93,-16.1957
94,-16.2799
95,-16.5558
96,-16.6028
97,-16.7739
98,-16.8888
99,-17.0482
100,-17.2146
101,-17.3578
102,-17.4756
103,-17.5431
104,-17.6073
105,-17.8196
106,-17.9564
107,-18.0363
108,-18.4566
109,-18.5799
110,-18.6769
111,-18.7801
112,-18.9632
113,-19.3246
114,-19.3763
115,-19.4732
116,-19.5717
117,-19.7517
118,-19.9762
119,-20.225
120,-20.3091
121,-20.5165
122,-20.9156
123,-21.0078
124,-21.0857
125,-21.2721
126,-21.3224
127,-21.4548
128,-21.7275
129,-22.1483
130,-22.1984
131,-22.2546
132,-22.3893
133,-22.477
134,-22.594
135,-22.64
136,-22.7336
137,-22.9726
138,-23.0749
139,-23.1544
140,-23.3652
141,-23.3946
142,-23.4692
143,-23.5719
144,-23.6483
145,-23.8895
146,-23.9436
147,-23.9784
148,-24.5489
149,-24.6166
150,-24.7547
151,-24.8765
152,-25.0109
153,-25.1604
154,-25.1908
155,-25.3079
156,-25.4313
157,-25.4786
158,-25.5284
159,-26.6226
160,-26.6551
161,-26.7634
162,-27.0926
163,-27.1463
164,-27.2013
165,-27.2526
166,-27.3732
167,-27.43
168,-27.4531
169,-27.6197
170,-27.9642
171,-28.0185
172,-28.2139
173,-28.4131
174,-28.552
175,-28.5967
176,-28.9183
177,-29.0092
178,-29.0422
179,-29.0542
180,-29.0775
181,-29.1134
182,-29.2637
183,-29.5604
184,-29.8548
185,-29.9327
186,-29.9564
187,-30.0513
188,-30.1435
189,-30.1877
190,-30.2048
191,-30.2227
192,-30.4307
193,-30.7425
194,-31.3174
195,-31.3886
196,-31.4192
197,-31.4294
198,-31.443
199,-31.5345
200,-31.5485
201,-31.5523
202,-31.5669
203,-31.5773
204,-31.6016
205,-31.6112
206,-31.6148
207,-31.642
208,-31.6641
209,-31.6804
210,-31.6871
211,-31.6904
212,-31.7366
213,-31.7716
214,-31.7877
215,-31.8158
216,-31.8398
217,-31.8481
218,-31.8681
219,-31.8775
220,-31.9164
221,-32.0257
222,-32.0342
223,-32.0382
224,-32.0472
225,-32.0511
226,-32.0606
227,-42.6366
228,-42.8214
229,-42.8375
230,-42.923
231,-43.024
232,-43.3547
233,-43.4105
234,-43.4487
235,-43.6521
236,-43.6833
237,-43.7753
238,-43.8172
239,-43.8921
240,-43.9065
241,-44.2115
242,-44.3792
243,-44.6953
244,-44.8188
245,-45.0388
246,-45.1191
247,-45.1561
248,-45.2539
249,-45.4912
250,-45.5892
251,-45.6205
252,-45.7059
253,-45.9223
254,-45.9619
255,-46.1069
256,-46.1364
257,-46.143
258,-46.248
259,-46.5559
260,-46.6062
261,-46.6155
262,-48.1829
263,-48.2542
264,-48.2715
265,-48.3811
266,-48.604
267,-48.6509
268,-49.0693
269,-49.3813
270,-49.4642
271,-49.6225
272,-49.6894
