band_index,rt60_mean,rt60_std,valid_runs
0,0.3433805141,0.004049812869,10
1,0.3431919132,0.004014096506,10
2,0.3426044605,0.003978520188,10
3,0.3417018515,0.003918709211,10
4,0.3403951752,0.003873807853,10
5,0.3369278859,0.003738875906,10
6,0.3248114728,0.003118246649,10
7,0.2898632686,0.002166229011,10
