run_index,seed,rt60,c50,runtime_ms
0,1,0.3057621935,9.771868628,11.136542
1,2,0.3044547979,7.783055316,10.501625
2,3,0.3331508045,4.5642809,10.298833
3,4,0.3636121531,7.035200541,10.155708
4,5,0.2809460195,4.368860941,10.25675
5,6,0.2956920675,5.304243988,10.191917
6,7,0.4799768408,4.325849396,10.399584
7,8,0.2654774134,7.008614982,10.567333
8,9,0.3918174803,5.985621596,10.567667
9,10,0.3238465753,7.786967407,10.304917
