run_index,seed,rt60,c50,runtime_ms
0,1,0.339855,7.30431,6727.28
1,2,0.327982,6.95413,6725.82
2,3,0.352422,7.01478,6739.21
3,4,0.339969,7.57184,6731.93
4,5,0.329238,7.1686,6736.62
5,6,0.334426,6.5731,6723.75
6,7,0.332584,6.93692,6730.19
7,8,0.321004,6.46968,6747.93
8,9,0.325804,6.97769,6765.79
9,10,0.33873,6.96249,6761.87
10,11,0.330497,6.87196,6774.16
11,12,0.331614,6.76525,6775.76
12,13,0.328055,6.54285,6764.83
13,14,0.348188,7.98625,6776.03
14,15,0.326708,7.03969,6768.13
