run_index,seed,rt60,c50,runtime_ms
0,1,0.339855,7.30431,6774.75
1,2,0.327982,6.95413,6764.4
2,3,0.352422,7.01478,6775.6
3,4,0.339969,7.57184,6772.01
4,5,0.329238,7.1686,6777.87
5,6,0.334426,6.5731,6768.55
6,7,0.332584,6.93692,6765.42
7,8,0.321004,6.46968,6749.38
8,9,0.325804,6.97769,6737.02
9,10,0.33873,6.96249,6734.83
