band_index,rt60_mean,rt60_std,valid_runs
0,0.330606689,0.006066375556,10
1,0.3304037972,0.006092497974,10
2,0.329925121,0.006026131679,10
3,0.3290630019,0.005961720927,10
4,0.3278524731,0.005895579627,10
5,0.3245586074,0.005723326372,10
6,0.3134014436,0.005045522941,10
7,0.2804341944,0.003995322288,10
