band_index,rt60_mean,rt60_std,valid_runs
0,0.3413432444,0.009738981453,10
1,0.341098632,0.009752406831,10
2,0.3405393069,0.009709418319,10
3,0.3395841897,0.009643865874,10
4,0.3381379596,0.00945503824,10
5,0.3343875837,0.009004945051,10
6,0.321474543,0.008198791494,10
7,0.2817585007,0.00405514395,10
