run_index,seed,rt60,c50,runtime_ms
0,1,0.339855,7.30431,6702.11
1,2,0.327982,6.95413,6713.19
2,3,0.352422,7.01478,6709.62
3,4,0.339969,7.57184,6720.02
4,5,0.329238,7.1686,6749.32
5,6,0.334426,6.5731,6713.8
6,7,0.332584,6.93692,6753.11
7,8,0.321004,6.46968,6726.08
8,9,0.325804,6.97769,6746.02
9,10,0.33873,6.96249,6699.65
10,11,0.330497,6.87196,6716.26
11,12,0.331614,6.76525,6709.73
12,13,0.328055,6.54285,6714.55
