run_index,seed,rt60,c50,runtime_ms
0,1,0.339855,7.30431,6733.11
1,2,0.327982,6.95413,6729.78
2,3,0.352422,7.01478,6738.34
3,4,0.339969,7.57184,6735.2
4,5,0.329238,7.1686,6742.7
5,6,0.334426,6.5731,6753.02
6,7,0.332584,6.93692,6741.41
7,8,0.321004,6.46968,6741.53
