run_index,seed,rt60,c50,runtime_ms
0,1,0.3398547335,7.304309522,416.530375
1,2,0.3279823827,6.954127708,414.81
2,3,0.3524219596,7.014778657,414.104625
3,4,0.339969447,7.57183559,417.506208
4,5,0.3292375659,7.168596828,414.356375
5,6,0.3344257001,6.573100873,414.095083
6,7,0.3325843476,6.93691699,414.962833
7,8,0.3210044519,6.469676678,414.248459
8,9,0.3258042957,6.977693083,414.590917
9,10,0.3387297491,6.962492436,413.745875
