run_index,seed,rt60,c50,runtime_ms
0,1,0.3406123431,7.092921077,2125.217167
1,2,0.3290238393,7.105354107,2115.454042
2,3,0.3373554114,7.144707487,2119.325791
3,4,0.339101514,6.939567193,2116.657917
4,5,0.3426879223,7.028637605,2122.889
5,6,0.331153267,6.98833564,2124.733209
6,7,0.3381523448,7.037551273,2124.761166
7,8,0.3397608068,7.252719629,2128.401542
8,9,0.327583671,6.997896531,2131.708375
9,10,0.3315447065,6.940765914,2130.962417
