run_index,seed,rt60,c50,runtime_ms
0,1,0.3415189421,7.072147681,2364.512209
1,2,0.329571622,7.006134923,2360.685916
2,3,0.3424624057,7.156387327,2357.212666
3,4,0.3391136215,7.050979564,2368.380833
4,5,0.3368578011,7.141281255,2363.836542
5,6,0.3399399615,6.990387791,2361.592417
6,7,0.3402549559,7.122284082,2366.835125
7,8,0.3379786021,7.159158599,2357.51725
8,9,0.3347167841,7.139016352,2363.108167
9,10,0.3355501481,7.278867748,2363.881209
