run_index,seed,rt60,c50,runtime_ms
0,1,0.3292977674,8.459552749,41.145291
1,2,0.3205170699,5.610929155,41.998792
2,3,0.332490096,6.35204283,42.339042
3,4,0.3391860661,7.854942061,41.075208
4,5,0.3265152663,7.506505181,40.482458
5,6,0.3887469402,7.460955748,41.718833
6,7,0.3055563117,6.465232401,41.887125
7,8,0.3170951089,5.291808037,41.010292
8,9,0.3207105626,6.342831182,40.939084
9,10,0.3227931096,7.54539518,40.592708
